source,record_id,entity_id
S1,S1-000000164,TRANSACTIONS-00000164
S1,S1-000000165,TRANSACTIONS-00000165
S1,S1-000000166,TRANSACTIONS-00000166
S1,S1-000000167,TRANSACTIONS-00000167
S1,S1-000000168,
S1,S1-000000169,TRANSACTIONS-00000169
S1,S1-000000170,TRANSACTIONS-00000170
S1,S1-000000171,TRANSACTIONS-00000171
S1,S1-000000172,TRANSACTIONS-00000172
S1,S1-000000173,TRANSACTIONS-00000173
S1,S1-000000174,
S1,S1-000000175,TRANSACTIONS-00000175
S1,S1-000000176,TRANSACTIONS-00000176
S1,S1-000000177,TRANSACTIONS-00000177
S1,S1-000000178,TRANSACTIONS-00000178
S1,S1-000000179,TRANSACTIONS-00000179
S1,S1-000000180,TRANSACTIONS-00000180
S1,S1-000000181,TRANSACTIONS-00000181
S1,S1-000000182,TRANSACTIONS-00000182
S1,S1-000000183,TRANSACTIONS-00000183
S1,S1-000000184,TRANSACTIONS-00000184
S1,S1-000000185,
S1,S1-000000186,TRANSACTIONS-00000186
S1,S1-000000187,TRANSACTIONS-00000187
S1,S1-000000188,TRANSACTIONS-00000188
S1,S1-000000189,TRANSACTIONS-00000189
S1,S1-000000190,TRANSACTIONS-00000190
S1,S1-000000191,TRANSACTIONS-00000191
S1,S1-000000192,TRANSACTIONS-00000192
S1,S1-000000193,
S1,S1-000000194,TRANSACTIONS-00000194
S1,S1-000000195,TRANSACTIONS-00000195
S1,S1-000000196,TRANSACTIONS-00000196
S1,S1-000000197,TRANSACTIONS-00000197
S1,S1-000000198,TRANSACTIONS-00000198
S1,S1-000000199,TRANSACTIONS-00000199
S1,S1-000000200,TRANSACTIONS-00000200
S1,S1-000000201,TRANSACTIONS-00000201
S1,S1-000000202,TRANSACTIONS-00000202
S1,S1-000000203,TRANSACTIONS-00000203
S1,S1-000000204,TRANSACTIONS-00000204
S1,S1-000000205,TRANSACTIONS-00000205
S1,S1-000000206,TRANSACTIONS-00000206
S1,S1-000000207,TRANSACTIONS-00000207
S1,S1-000000208,TRANSACTIONS-00000208
S1,S1-000000209,TRANSACTIONS-00000209
S1,S1-000000210,TRANSACTIONS-00000210
S1,S1-000000211,TRANSACTIONS-00000211
S1,S1-000000212,TRANSACTIONS-00000212
S1,S1-000000213,TRANSACTIONS-00000213
S1,S1-000000214,TRANSACTIONS-00000214
S1,S1-000000215,TRANSACTIONS-00000215
S1,S1-000000216,TRANSACTIONS-00000216
S1,S1-000000217,TRANSACTIONS-00000217
S1,S1-000000218,TRANSACTIONS-00000218
S1,S1-000000219,TRANSACTIONS-00000219
S1,S1-000000220,TRANSACTIONS-00000220
S1,S1-000000221,TRANSACTIONS-00000221
S1,S1-000000222,TRANSACTIONS-00000222
S1,S1-000000223,TRANSACTIONS-00000223
S1,S1-000000224,TRANSACTIONS-00000224
S1,S1-000000225,TRANSACTIONS-00000225
S1,S1-000000226,TRANSACTIONS-00000226
S1,S1-000000227,TRANSACTIONS-00000227
S1,S1-000000228,TRANSACTIONS-00000228
S1,S1-000000229,TRANSACTIONS-00000229
S1,S1-000000230,TRANSACTIONS-00000230
S1,S1-000000231,TRANSACTIONS-00000231
S1,S1-000000232,TRANSACTIONS-00000232
S1,S1-000000233,TRANSACTIONS-00000233
S1,S1-000000234,TRANSACTIONS-00000234
S1,S1-000000235,TRANSACTIONS-00000235
S1,S1-000000236,TRANSACTIONS-00000236
S1,S1-000000237,TRANSACTIONS-00000237
S1,S1-000000238,TRANSACTIONS-00000238
S1,S1-000000239,TRANSACTIONS-00000239
S1,S1-000000240,TRANSACTIONS-00000240
S1,S1-000000241,TRANSACTIONS-00000241
S1,S1-000000242,TRANSACTIONS-00000242
S1,S1-000000243,TRANSACTIONS-00000243
S1,S1-000000244,TRANSACTIONS-00000244
S1,S1-000000245,TRANSACTIONS-00000245
S1,S1-000000246,TRANSACTIONS-00000246
S1,S1-000000247,TRANSACTIONS-00000247
S1,S1-000000248,TRANSACTIONS-00000248
S1,S1-000000249,TRANSACTIONS-00000249
S1,S1-000000250,TRANSACTIONS-00000250
S1,S1-000000251,TRANSACTIONS-00000251
S1,S1-000000252,TRANSACTIONS-00000252
S1,S1-000000253,TRANSACTIONS-00000253
S1,S1-000000254,TRANSACTIONS-00000254
S1,S1-000000255,TRANSACTIONS-00000255
S1,S1-000000256,TRANSACTIONS-00000256
S1,S1-000000257,TRANSACTIONS-00000257
S1,S1-000000258,TRANSACTIONS-00000258
S1,S1-000000259,TRANSACTIONS-00000259
S1,S1-000000260,TRANSACTIONS-00000260
S1,S1-000000261,TRANSACTIONS-00000261
S1,S1-000000262,TRANSACTIONS-00000262
S1,S1-000000263,TRANSACTIONS-00000263
S1,S1-000000264,TRANSACTIONS-00000264
S1,S1-000000265,TRANSACTIONS-00000265
S1,S1-000000266,TRANSACTIONS-00000266
S1,S1-000000267,TRANSACTIONS-00000267
S1,S1-000000268,TRANSACTIONS-00000268
S1,S1-000000269,TRANSACTIONS-00000269
S1,S1-000000270,TRANSACTIONS-00000270
S1,S1-000000271,TRANSACTIONS-00000271
S1,S1-000000272,TRANSACTIONS-00000272
S1,S1-000000273,TRANSACTIONS-00000273
S1,S1-000000274,TRANSACTIONS-00000274
S1,S1-000000275,TRANSACTIONS-00000275
S1,S1-000000276,TRANSACTIONS-00000276
S1,S1-000000277,TRANSACTIONS-00000277
S1,S1-000000278,TRANSACTIONS-00000278
S1,S1-000000279,TRANSACTIONS-00000279
S1,S1-000000280,TRANSACTIONS-00000280
S1,S1-000000281,TRANSACTIONS-00000281
S1,S1-000000282,TRANSACTIONS-00000282
S1,S1-000000283,TRANSACTIONS-00000283
S1,S1-000000284,TRANSACTIONS-00000284
S1,S1-000000285,TRANSACTIONS-00000285
S1,S1-000000286,TRANSACTIONS-00000286
S1,S1-000000287,TRANSACTIONS-00000287
S1,S1-000000288,TRANSACTIONS-00000288
S1,S1-000000289,TRANSACTIONS-00000289
S1,S1-000000290,TRANSACTIONS-00000290
S1,S1-000000291,TRANSACTIONS-00000291
S1,S1-000000292,TRANSACTIONS-00000292
S1,S1-000000293,TRANSACTIONS-00000293
S1,S1-000000294,TRANSACTIONS-00000294
S1,S1-000000295,TRANSACTIONS-00000295
S1,S1-000000296,TRANSACTIONS-00000296
S1,S1-000000297,TRANSACTIONS-00000297
S1,S1-000000298,TRANSACTIONS-00000298
S1,S1-000000299,TRANSACTIONS-00000299
S1,S1-000000300,TRANSACTIONS-00000300
S1,S1-000000301,TRANSACTIONS-00000301
S1,S1-000000302,TRANSACTIONS-00000302
S1,S1-000000303,TRANSACTIONS-00000303
S1,S1-000000304,TRANSACTIONS-00000304
S1,S1-000000305,TRANSACTIONS-00000305
S1,S1-000000306,TRANSACTIONS-00000306
S1,S1-000000307,TRANSACTIONS-00000307
S1,S1-000000308,TRANSACTIONS-00000308
S1,S1-000000309,TRANSACTIONS-00000309
S1,S1-000000310,TRANSACTIONS-00000310
S1,S1-000000311,TRANSACTIONS-00000311
S1,S1-000000312,TRANSACTIONS-00000312
S1,S1-000000313,TRANSACTIONS-00000313
S1,S1-000000314,TRANSACTIONS-00000314
S1,S1-000000315,TRANSACTIONS-00000315
S1,S1-000000316,TRANSACTIONS-00000316
S1,S1-000000317,TRANSACTIONS-00000317
S1,S1-000000318,TRANSACTIONS-00000318
S1,S1-000000319,TRANSACTIONS-00000319
S1,S1-000000320,TRANSACTIONS-00000320
S1,S1-000000321,TRANSACTIONS-00000321
S1,S1-000000322,TRANSACTIONS-00000322
S1,S1-000000323,TRANSACTIONS-00000323
S1,S1-000000324,TRANSACTIONS-00000324
S1,S1-000000325,TRANSACTIONS-00000325
S1,S1-000000326,TRANSACTIONS-00000326
S1,S1-000000327,TRANSACTIONS-00000327
S1,S1-000000328,TRANSACTIONS-00000328
S1,S1-000000329,TRANSACTIONS-00000329
S1,S1-000000330,TRANSACTIONS-00000330
S1,S1-000000331,TRANSACTIONS-00000331
S1,S1-000000332,TRANSACTIONS-00000332
S1,S1-000000333,TRANSACTIONS-00000333
S1,S1-000000334,TRANSACTIONS-00000334
S1,S1-000000335,TRANSACTIONS-00000335
S1,S1-000000336,TRANSACTIONS-00000336
S1,S1-000000337,TRANSACTIONS-00000337
S1,S1-000000338,TRANSACTIONS-00000338
S1,S1-000000339,TRANSACTIONS-00000339
S1,S1-000000340,TRANSACTIONS-00000340
S1,S1-000000341,TRANSACTIONS-00000341
S1,S1-000000342,TRANSACTIONS-00000342
S1,S1-000000343,TRANSACTIONS-00000343
S1,S1-000000344,TRANSACTIONS-00000344
S1,S1-000000345,TRANSACTIONS-00000345
S1,S1-000000346,TRANSACTIONS-00000346
S1,S1-000000347,TRANSACTIONS-00000347
S1,S1-000000348,TRANSACTIONS-00000348
S1,S1-000000349,TRANSACTIONS-00000349
S1,S1-000000350,TRANSACTIONS-00000350
S1,S1-000000351,TRANSACTIONS-00000351
S1,S1-000000352,TRANSACTIONS-00000352
S1,S1-000000353,TRANSACTIONS-00000353
S1,S1-000000354,TRANSACTIONS-00000354
S1,S1-000000355,TRANSACTIONS-00000355
S1,S1-000000356,TRANSACTIONS-00000356
S1,S1-000000357,TRANSACTIONS-00000357
S1,S1-000000358,TRANSACTIONS-00000358
S1,S1-000000359,TRANSACTIONS-00000359
S1,S1-000000360,TRANSACTIONS-00000360
S1,S1-000000361,TRANSACTIONS-00000361
S1,S1-000000362,TRANSACTIONS-00000362
S1,S1-000000363,TRANSACTIONS-00000363
S1,S1-000000364,TRANSACTIONS-00000364
S1,S1-000000365,TRANSACTIONS-00000365
S1,S1-000000366,TRANSACTIONS-00000366
S1,S1-000000367,TRANSACTIONS-00000367
S1,S1-000000368,TRANSACTIONS-00000368
S1,S1-000000369,TRANSACTIONS-00000369
S1,S1-000000370,TRANSACTIONS-00000370
S1,S1-000000371,TRANSACTIONS-00000371
S1,S1-000000372,TRANSACTIONS-00000372
S1,S1-000000373,
S1,S1-000000374,TRANSACTIONS-00000374
S1,S1-000000375,TRANSACTIONS-00000375
S1,S1-000000376,TRANSACTIONS-00000376
S1,S1-000000377,TRANSACTIONS-00000377
S1,S1-000000378,TRANSACTIONS-00000378
S1,S1-000000379,
S1,S1-000000380,TRANSACTIONS-00000380
S1,S1-000000381,TRANSACTIONS-00000381
S1,S1-000000382,TRANSACTIONS-00000382
S1,S1-000000383,TRANSACTIONS-00000383
S1,S1-000000384,TRANSACTIONS-00000384
S1,S1-000000385,TRANSACTIONS-00000385
S1,S1-000000386,TRANSACTIONS-00000386
S1,S1-000000387,TRANSACTIONS-00000387
S1,S1-000000388,TRANSACTIONS-00000388
S1,S1-000000389,TRANSACTIONS-00000389
S1,S1-000000390,TRANSACTIONS-00000390
S1,S1-000000391,
S1,S1-000000392,TRANSACTIONS-00000392
S1,S1-000000393,TRANSACTIONS-00000393
S1,S1-000000394,TRANSACTIONS-00000394
S1,S1-000000395,TRANSACTIONS-00000395
S1,S1-000000396,TRANSACTIONS-00000396
S1,S1-000000397,TRANSACTIONS-00000397
S1,S1-000000398,TRANSACTIONS-00000398
S1,S1-000000399,TRANSACTIONS-00000399
S1,S1-000000400,TRANSACTIONS-00000400
S1,S1-000000401,TRANSACTIONS-00000401
S1,S1-000000402,TRANSACTIONS-00000402
S1,S1-000000403,TRANSACTIONS-00000403
S1,S1-000000404,TRANSACTIONS-00000404
S1,S1-000000405,TRANSACTIONS-00000405
S1,S1-000000406,TRANSACTIONS-00000406
S1,S1-000000407,TRANSACTIONS-00000407
S1,S1-000000408,
S1,S1-000000409,TRANSACTIONS-00000409
S1,S1-000000410,TRANSACTIONS-00000410
S1,S1-000000411,TRANSACTIONS-00000411
S1,S1-000000412,TRANSACTIONS-00000412
S1,S1-000000413,TRANSACTIONS-00000413
S1,S1-000000414,TRANSACTIONS-00000414
S1,S1-000000415,TRANSACTIONS-00000415
S1,S1-000000416,TRANSACTIONS-00000416
S1,S1-000000417,TRANSACTIONS-00000417
S1,S1-000000418,TRANSACTIONS-00000418
S1,S1-000000419,TRANSACTIONS-00000419
S1,S1-000000420,TRANSACTIONS-00000420
S1,S1-000000421,TRANSACTIONS-00000421
S1,S1-000000422,TRANSACTIONS-00000422
S1,S1-000000423,TRANSACTIONS-00000423
S1,S1-000000424,TRANSACTIONS-00000424
S1,S1-000000425,TRANSACTIONS-00000425
S1,S1-000000426,TRANSACTIONS-00000426
S1,S1-000000427,TRANSACTIONS-00000427
S1,S1-000000428,TRANSACTIONS-00000428
S1,S1-000000429,
S1,S1-000000430,TRANSACTIONS-00000430
S1,S1-000000431,TRANSACTIONS-00000431
S1,S1-000000432,TRANSACTIONS-00000432
S1,S1-000000433,TRANSACTIONS-00000433
S1,S1-000000434,TRANSACTIONS-00000434
S1,S1-000000435,TRANSACTIONS-00000435
S1,S1-000000436,TRANSACTIONS-00000436
S1,S1-000000437,TRANSACTIONS-00000437
S1,S1-000000438,TRANSACTIONS-00000438
S1,S1-000000439,TRANSACTIONS-00000439
S1,S1-000000440,TRANSACTIONS-00000440
S1,S1-000000441,TRANSACTIONS-00000441
S1,S1-000000442,TRANSACTIONS-00000442
S1,S1-000000443,TRANSACTIONS-00000443
S1,S1-000000444,TRANSACTIONS-00000444
S1,S1-000000445,TRANSACTIONS-00000445
S1,S1-000000446,TRANSACTIONS-00000446
S1,S1-000000447,TRANSACTIONS-00000447
S1,S1-000000448,TRANSACTIONS-00000448
S1,S1-000000449,TRANSACTIONS-00000449
S1,S1-000000450,TRANSACTIONS-00000450
S1,S1-000000451,TRANSACTIONS-00000451
S1,S1-000000452,TRANSACTIONS-00000452
S1,S1-000000453,TRANSACTIONS-00000453
S1,S1-000000454,TRANSACTIONS-00000454
S1,S1-000000455,TRANSACTIONS-00000455
S1,S1-000000456,TRANSACTIONS-00000456
S1,S1-000000457,TRANSACTIONS-00000457
S1,S1-000000458,TRANSACTIONS-00000458
S1,S1-000000459,TRANSACTIONS-00000459
S1,S1-000000460,TRANSACTIONS-00000460
S1,S1-000000461,TRANSACTIONS-00000461
S1,S1-000000462,TRANSACTIONS-00000462
S1,S1-000000463,TRANSACTIONS-00000463
S1,S1-000000464,TRANSACTIONS-00000464
S1,S1-000000465,TRANSACTIONS-00000465
S1,S1-000000466,TRANSACTIONS-00000466
S1,S1-000000467,TRANSACTIONS-00000467
S1,S1-000000468,TRANSACTIONS-00000468
S1,S1-000000469,TRANSACTIONS-00000469
S1,S1-000000470,TRANSACTIONS-00000470
S1,S1-000000471,TRANSACTIONS-00000471
S1,S1-000000472,TRANSACTIONS-00000472
S1,S1-000000473,TRANSACTIONS-00000473
S1,S1-000000474,TRANSACTIONS-00000474
S1,S1-000000475,TRANSACTIONS-00000475
S1,S1-000000476,TRANSACTIONS-00000476
S1,S1-000000477,TRANSACTIONS-00000477
S1,S1-000000478,TRANSACTIONS-00000478
S1,S1-000000479,TRANSACTIONS-00000479
S1,S1-000000480,TRANSACTIONS-00000480
S1,S1-000000481,TRANSACTIONS-00000481
S1,S1-000000482,TRANSACTIONS-00000482
S1,S1-000000483,TRANSACTIONS-00000483
S1,S1-000000484,TRANSACTIONS-00000484
S1,S1-000000485,TRANSACTIONS-00000485
S1,S1-000000486,TRANSACTIONS-00000486
S1,S1-000000487,TRANSACTIONS-00000487
S1,S1-000000488,TRANSACTIONS-00000488
S1,S1-000000489,TRANSACTIONS-00000489
S1,S1-000000490,TRANSACTIONS-00000490
S1,S1-000000491,TRANSACTIONS-00000491
S1,S1-000000492,TRANSACTIONS-00000492
S1,S1-000000493,TRANSACTIONS-00000493
S1,S1-000000494,TRANSACTIONS-00000494
S1,S1-000000495,TRANSACTIONS-00000495
S1,S1-000000496,TRANSACTIONS-00000496
S1,S1-000000497,TRANSACTIONS-00000497
S1,S1-000000498,TRANSACTIONS-00000498
S1,S1-000000499,TRANSACTIONS-00000499
S1,S1-000000500,TRANSACTIONS-00000500
S1,S1-000000501,TRANSACTIONS-00000501
S1,S1-000000502,TRANSACTIONS-00000502
S1,S1-000000503,TRANSACTIONS-00000503
S1,S1-000000504,TRANSACTIONS-00000504
S1,S1-000000505,TRANSACTIONS-00000505
S1,S1-000000506,TRANSACTIONS-00000506
S1,S1-000000507,TRANSACTIONS-00000507
S1,S1-000000508,TRANSACTIONS-00000508
S1,S1-000000509,TRANSACTIONS-00000509
S1,S1-000000510,TRANSACTIONS-00000510
S1,S1-000000511,TRANSACTIONS-00000511
S1,S1-000000512,TRANSACTIONS-00000512
S1,S1-000000513,TRANSACTIONS-00000513
S1,S1-000000514,TRANSACTIONS-00000514
S1,S1-000000515,TRANSACTIONS-00000515
S1,S1-000000516,TRANSACTIONS-00000516
S1,S1-000000517,TRANSACTIONS-00000517
S1,S1-000000518,TRANSACTIONS-00000518
S1,S1-000000519,TRANSACTIONS-00000519
S1,S1-000000520,TRANSACTIONS-00000520
S1,S1-000000521,TRANSACTIONS-00000521
S1,S1-000000522,TRANSACTIONS-00000522
S1,S1-000000523,TRANSACTIONS-00000523
S1,S1-000000524,TRANSACTIONS-00000524
S1,S1-000000525,TRANSACTIONS-00000525
S1,S1-000000526,TRANSACTIONS-00000526
S1,S1-000000527,TRANSACTIONS-00000527
S1,S1-000000528,TRANSACTIONS-00000528
S1,S1-000000529,TRANSACTIONS-00000529
S1,S1-000000530,TRANSACTIONS-00000530
S1,S1-000000531,TRANSACTIONS-00000531
S1,S1-000000532,TRANSACTIONS-00000532
S1,S1-000000533,TRANSACTIONS-00000533
S1,S1-000000534,TRANSACTIONS-00000534
S1,S1-000000535,TRANSACTIONS-00000535
S1,S1-000000536,TRANSACTIONS-00000536
S1,S1-000000537,TRANSACTIONS-00000537
S1,S1-000000538,TRANSACTIONS-00000538
S1,S1-000000539,TRANSACTIONS-00000539
S1,S1-000000540,TRANSACTIONS-00000540
S1,S1-000000541,TRANSACTIONS-00000541
S1,S1-000000542,TRANSACTIONS-00000542
S1,S1-000000543,TRANSACTIONS-00000543
S1,S1-000000544,TRANSACTIONS-00000544
S1,S1-000000545,TRANSACTIONS-00000545
S1,S1-000000546,TRANSACTIONS-00000546
S1,S1-000000547,TRANSACTIONS-00000547
S1,S1-000000548,TRANSACTIONS-00000548
S1,S1-000000549,TRANSACTIONS-00000549
S1,S1-000000550,TRANSACTIONS-00000550
S1,S1-000000551,TRANSACTIONS-00000551
S1,S1-000000552,TRANSACTIONS-00000552
S1,S1-000000553,TRANSACTIONS-00000553
S1,S1-000000554,TRANSACTIONS-00000554
S1,S1-000000555,TRANSACTIONS-00000555
S1,S1-000000556,
S1,S1-000000557,TRANSACTIONS-00000557
S1,S1-000000558,TRANSACTIONS-00000558
S1,S1-000000559,TRANSACTIONS-00000559
S1,S1-000000560,TRANSACTIONS-00000560
S1,S1-000000561,TRANSACTIONS-00000561
S1,S1-000000562,TRANSACTIONS-00000562
S1,S1-000000563,TRANSACTIONS-00000563
S1,S1-000000564,TRANSACTIONS-00000564
S1,S1-000000565,TRANSACTIONS-00000565
S1,S1-000000566,TRANSACTIONS-00000566
S1,S1-000000567,TRANSACTIONS-00000567
S1,S1-000000568,TRANSACTIONS-00000568
S1,S1-000000569,TRANSACTIONS-00000569
S1,S1-000000570,TRANSACTIONS-00000570
S1,S1-000000571,TRANSACTIONS-00000571
S1,S1-000000572,TRANSACTIONS-00000572
S1,S1-000000573,TRANSACTIONS-00000573
S1,S1-000000574,TRANSACTIONS-00000574
S1,S1-000000575,TRANSACTIONS-00000575
S1,S1-000000576,TRANSACTIONS-00000576
S1,S1-000000577,TRANSACTIONS-00000577
S1,S1-000000578,TRANSACTIONS-00000578
S1,S1-000000579,TRANSACTIONS-00000579
S1,S1-000000580,TRANSACTIONS-00000580
S1,S1-000000581,TRANSACTIONS-00000581
S1,S1-000000582,TRANSACTIONS-00000582
S1,S1-000000583,TRANSACTIONS-00000583
S1,S1-000000584,TRANSACTIONS-00000584
S1,S1-000000585,TRANSACTIONS-00000585
S1,S1-000000586,TRANSACTIONS-00000586
S1,S1-000000587,TRANSACTIONS-00000587
S1,S1-000000588,TRANSACTIONS-00000588
S1,S1-000000589,TRANSACTIONS-00000589
S1,S1-000000590,TRANSACTIONS-00000590
